modelo_equipamento,num_série_equipamento,Quant,des_nome_equipamento,des_categoria,num_potencia,des_potencia,Marca,Id_sala,Setor,num_andar,des_nome_generico_equipamento,idade_equipamento,observ,responsável pela contagem,,,,,,,,,,,,,,,,,
B1-EA35MD19,13T] 852343,1,"Desumidificador Ar Portátil Artel, 35 L/dia",Climatização,595,W,ARTEL,LIVROS RAROS,BIBLIOTECA CENTRAL,1,Desumidificador,8,Desumidificador,CONTAGEM NICOLE,,,,,,,,,,,,,,,,,
LÂMPADA TUBULAR,,68,LÂMPADA TUBULAR FLUORESCENTE,Iluminação,30,W,GENÉRICO,LIVROS RAROS,BIBLIOTECA CENTRAL,1,Lâmpadas,,34 u - ligado 2h/dia,CONTAGEM NICOLE,,,,,,,,,,,,,,,,,
LÂMPADA TUBULAR,,28,LÂMPADA TUBULAR FLUORESCENTE,Iluminação,30,W,GENÉRICO,LIVROS RAROS,BIBLIOTECA CENTRAL,1,Lâmpadas,,14,CONTAGEM NICOLE,,,,,,,,,,,,,,,,,
LÂMPADA TUBULAR,,4,LÂMPADA TUBULAR FLUORESCENTE,Iluminação,30,W,GENÉRICO,BANHEIRO,BIBLIOTECA CENTRAL,1,Lâmpadas,,2 u - Ligado o dia todo,CONTAGEM NICOLE,,,,,,,,,,,,,,,,,
"PAQI - 18,000 - 2",1.20181E+12,2,CONDICIONADOR DE AR SPLIT ELGIN 18000 BTUS QUENTE/FRIO,Climatização,18000,BTU,ELGIN,SALA MULTIUSO MEZABIBLICENTRAL,BIBLIOTECA CENTRAL,1,Ar Condicionado,7,,CONTAGEM JÚLIA,,,,,,,,,,,,,,,,,
743B,MY17HQBQ803182P,1,MONITOR SAMSUNG 17 POLEGADAS,Informática,30,W,SAMSUNG,SALA MULTIUSO MEZABIBLICENTRAL,BIBLIOTECA CENTRAL,1,Computador,17,,CONTAGEM JÚLIA,,,,,,,,,,,,,,,,,
POS MASTER C6200 MINI PRO,5A1993V9M,1,DESKTOP POSITIVO MASTER C6200 MINI PRO,Informática,65,W,POSITIVO,SALA MULTIUSO MEZABIBLICENTRAL,BIBLIOTECA CENTRAL,1,Computador,6,,CONTAGEM JÚLIA,,,,,,,,,,,,,,,,,
LÂMPADA TUBULAR,,12,LÂMPADA TUBULAR FLUORESCENTE,Iluminação,30,W,GENÉRICO,SALA MULTIUSO MEZABIBLICENTRAL,BIBLIOTECA CENTRAL,1,Lâmpadas,,,CONTAGEM JÚLIA,,,,,,,,,,,,,,,,,
PowerLite S18+,,1,PROJETOR MULTIMÍDIA EPSON POWERLITE S18+,Outros,283,W,EPSON,SALA MULTIUSO MEZABIBLICENTRAL,BIBLIOTECA CENTRAL,1,Outros,,,CONTAGEM JÚLIA,,,,,,,,,,,,,,,,,
J-2001,,1,LOUSA DIGITAL INTERATIVA TRACEBOARD,Informática,2.5,W,TRACEBOARD,SALA MULTIUSO MEZABIBLICENTRAL,BIBLIOTECA CENTRAL,1,Outros,,,CONTAGEM JÚLIA,,,,,,,,,,,,,,,,,
"PAQI - 18,000 - 2",1.20181E+12,3,CONDICIONADOR DE AR SPLIT ELGIN 18000 BTUS QUENTE/FRIO,Climatização,18000,BTU,ELGIN,MEZABIBLICENTRAL,BIBLIOTECA CENTRAL,1,Ar Condicionado,,,CONTAGEM JÚLIA,,,,,,,,,,,,,,,,,
LÂMPADA TUBULAR,,50,LÂMPADA TUBULAR FLUORESCENTE,Iluminação,30,W,GENÉRICO,MEZABIBLICENTRAL,BIBLIOTECA CENTRAL,1,Lâmpadas,,,CONTAGEM JÚLIA,,,,,,,,,,,,,,,,,
BOISB-1807-02,BRBST330P8,1,IMPRESSORA HP LASER JET MANAGED MFP E52645,Informática,780,W,HP,MEZABIBLICENTRAL,BIBLIOTECA CENTRAL,1,Impressora,1,,CONTAGEM JÚLIA,,,,,,,,,,,,,,,,,
HX489901,57492,3,,Informática,500,W,Zeutschel,Biblioteca-DepartServUsuarios,BIBLIOTECA CENTRAL,1,Xerox,,,CONTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
,,5,,Informática,40,W,HP,Biblioteca-DepartServUsuarios,BIBLIOTECA CENTRAL,1,Computador,,,CONTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
,2055TVC0723PH1044,1,,Informática,40,W,Sun,Biblioteca-DepartServUsuarios,BIBLIOTECA CENTRAL,1,Computador,,,CONTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
,,2,,Informática,40,W,Lenovo,Biblioteca-DepartServUsuarios,BIBLIOTECA CENTRAL,1,Computador,,,CONTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
,,2,,Informática,40,W,AOC,Biblioteca-DepartServUsuarios,BIBLIOTECA CENTRAL,1,Computador,,,CONTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
,,2,,Informática,40,W,SAMSUNG,Biblioteca-DepartServUsuarios,BIBLIOTECA CENTRAL,1,Computador,,,CONTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
,,1,,Informática,40,W,LG,Biblioteca-DepartServUsuarios,BIBLIOTECA CENTRAL,1,Computador,,,CONTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
,,4,,Informática,100,W,Dell,Biblioteca-DepartServUsuarios,BIBLIOTECA CENTRAL,1,Computador,,,CONTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
,,3,,Informática,100,W,HP,Biblioteca-DepartServUsuarios,BIBLIOTECA CENTRAL,1,Computador,,,CONTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
,,1,,Informática,100,W,LG,Biblioteca-DepartServUsuarios,BIBLIOTECA CENTRAL,1,Computador,,,CONTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
,ANJ6648,2,,Climatização,9000,BTU,AGRATTO,Biblioteca-DepartServUsuarios,BIBLIOTECA CENTRAL,1,Ar Condicionado,,,CONTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
Tubo Led 1G3,6660,4,LÂMPADAS TUBULARES LED,Iluminação,18,W,INTRAL,Biblioteca-DepartServUsuarios,BIBLIOTECA CENTRAL,1,Lâmpadas,,,CONTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
AB1100N,,1,,Climatização,1500,W,Britania,Biblioteca-DepartServUsuarios,BIBLIOTECA CENTRAL,1,Aquecedor,,,CONTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
,,1,LÂMPADAS TUBULARES LED,Iluminação,18,W,Avant,Biblioteca-DepartServUsuarios,BIBLIOTECA CENTRAL,1,Lâmpadas,,,CONTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
,,1,,Informática,14,W,AASTRA,Biblioteca-DepartServUsuarios,BIBLIOTECA CENTRAL,1,Telefone,,,CONTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
,,1,,Informática,40,W,SAMSUNG,Biblioteca-correodraolado-DepartServUsuarios,BIBLIOTECA CENTRAL,1,Computador,,,CONTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
,,1,,Informática,100,W,Lenovo,Biblioteca-correodraolado-DepartServUsuarios,BIBLIOTECA CENTRAL,1,Computador,,,CONTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
Tubo Led 1G3,6660,2,LÂMPADAS TUBULARES LED,Iluminação,18,W,INTRAL,Biblioteca-correodraolado-DepartServUsuarios,BIBLIOTECA CENTRAL,1,Lâmpadas,,,CONTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
,,1,,Eletrodoméstico,200,W,WaterHouse,Biblioteca-correodraolado-DepartServUsuarios,BIBLIOTECA CENTRAL,1,Refrigerador de agua,,,CONTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
LED,,9,LÂMPADA LED BULBO 9W BRANCO FRIO,Iluminação,9,W,GENÉRICO,PLENARINHO,PLENARINHO,1,Lâmpadas,,,CONTAGEM JÚLIA,,,,,,,,,,,,,,,,,
SURFboard SVG1202,,1,CABLE MODEM / ROTEADOR MOTOROLA,Informática,9,W,MOTOROLA,PLENARINHO,PLENARINHO,1,Outros,11,,CONTAGEM JÚLIA,,,,,,,,,,,,,,,,,
MS517,,1,PROJETOR MULTIMÍDIA BENQ,Informática,245,W,BENQ,PLENARINHO,PLENARINHO,1,Outros,,,CONTAGEM JÚLIA,,,,,,,,,,,,,,,,,
,,1,Projetor Epson X24,Informática,200W,,Epson,Sala de Reunião 101,CONSUN,1,Projetor,,,CONTAGEM LUCAS E ERICK,,,,,,,,,,,,,,,,,
,,4,LÂMPADAS TUBULARES LED,Iluminação,18,W,GENÉRICO,Sala de Reunião 101,CONSUN,1,Lâmpadas,,,CONTAGEM LUCAS E ERICK,,,,,,,,,,,,,,,,,
,,1,Ar Condicionado Eletrolux 1200 BTUs,Climatização,1753W,BTU,Eletrolux,Sala de Reunião 101,CONSUN,1,Ar Condicionado,,,CONTAGEM LUCAS E ERICK,,,,,,,,,,,,,,,,,
,,,Climatizador Industrial,Climatização,36000,BTU,Springer,,CONSUN,1,Ar Condicionado,,,CONTAGEM LUCAS E ERICK,,,,,,,,,,,,,,,,,
,,48,LÂMPADAS TUBULARES LED,Iluminação,18,W,GENÉRICO,Sala Oval,CONSUN,1,Lâmpadas,,,CONTAGEM LUCAS E ERICK,,,,,,,,,,,,,,,,,
,,2,MONITOR 17P,Informática,15W,,X,102,CONSUN,1,Computador,,,CONTAGEM LUCAS E ERICK,,,,,,,,,,,,,,,,,
,,1,COMPUTADOR HP,Informática,30W,,HP,102,CONSUN,1,Computador,,,CONTAGEM LUCAS E ERICK,,,,,,,,,,,,,,,,,
,,1,Projetor Epson X24,Informática,284W,,EPSON,102,CONSUN,1,Projetor,,,CONTAGEM LUCAS E ERICK,,,,,,,,,,,,,,,,,
,,1,AR-COND HITACHI,Climatização,1753W,BTU,HITACHI,102,CONSUN,1,Ar Condicionado,,,CONTAGEM LUCAS E ERICK,,,,,,,,,,,,,,,,,
,,4,LÂMPADAS TUBULARES LED,Iluminação,18,W,PHILIPS,102,CONSUN,1,Lâmpadas,,,CONTAGEM LUCAS E ERICK,,,,,,,,,,,,,,,,,
,,1,AR-COND HITACHI,Climatização,1753W,BTU,HITACHI,103,CONSUN,1,Ar Condicionado,,,CONTAGEM LUCAS E ERICK,,,,,,,,,,,,,,,,,
,,1,Projetor Epson X24,Informática,200W,,EPSON,103,CONSUN,1,Projetor,,,CONTAGEM LUCAS E ERICK,,,,,,,,,,,,,,,,,
,,4,LÂMPADAS TUBULARES LED,Iluminação,18,W,PHILIPS,103,CONSUN,1,Lâmpadas,,,CONTAGEM LUCAS E ERICK,,,,,,,,,,,,,,,,,
,,11,MONITOR 17P,Informática,15W,,X,CONSUN,CONSUN,1,Computador,,,CONTAGEM LUCAS E ERICK,,,,,,,,,,,,,,,,,
,,5,COMPUTADOR POSITIVO,Informática,30W,,POSITIVO,CONSUN,CONSUN,1,Computador,,,CONTAGEM LUCAS E ERICK,,,,,,,,,,,,,,,,,
,,1,SWITCH DE REDE,Informática,240V,,TP-LINK,CONSUN,CONSUN,1,Roteador de Internet,,,CONTAGEM LUCAS E ERICK,,,,,,,,,,,,,,,,,
,,8,LÂMPADAS TUBULARES LED,Iluminação,18,W,PHILIPS,CONSUN,CONSUN,1,Lâmpadas,,,CONTAGEM LUCAS E ERICK,,,,,,,,,,,,,,,,,
B MASTER 10000,,1,AR CONDICIONADO AIR MASTER 15000,Climatização,10000,BTU,CONSUL,CAMPG,CONSUN,1,Ar Condicionado,,Muito antigo,CONTAGEM DIOVANA,,,,,,,,,,,,,,,,,
TC 20,,1,TELEFONE INTELBRAS TC 20,Informática,3,W,INTELBRAS,CAMPG,CONSUN,1,Ramal,,Muito antigo,CONTAGEM DIOVANA,,,,,,,,,,,,,,,,,
Não identificado,,2,LÂMPADA TUBULAR FLUORESCENTE,Iluminação,18,W,GENÉRICO,CAMPG,CONSUN,1,Lâmpadas,,,CONTAGEM DIOVANA,,,,,,,,,,,,,,,,,
Não identificado,,2,LÂMPADA TUBULAR AMARELA,Iluminação,7,W,GENÉRICO,CAMPESQ,CONSUN,1,Lâmpadas,,,CONTAGEM DIOVANA,,,,,,,,,,,,,,,,,
Não identificado,,2,LÂMPADA TUBULAR FLUORESCENTE,Iluminação,18,W,GENÉRICO,CAMGRAD,CONSUN,1,Lâmpadas,,,CONTAGEM DIOVANA,,,,,,,,,,,,,,,,,
Não identificado,,2,LÂMPADA TUBULAR FLUORESCENTE,Iluminação,18,W,GENÉRICO,BANHEIRO,CONSUN,1,Lâmpadas,,,CONTAGEM DIOVANA,,,,,,,,,,,,,,,,,
Não identificado,,2,LÂMPADA TUBULAR FLUORESCENTE,Iluminação,18,W,GENÉRICO,COPA,CONSUN,1,Lâmpadas,,,CONTAGEM DIOVANA,,,,,,,,,,,,,,,,,
Não identificado,,2,CHALEIRA ELÉTRICA CROWN,Eletrodoméstico,1500,W,CROWN,COPA,CONSUN,1,Chaleira Elétrica,,,CONTAGEM DIOVANA,,,,,,,,,,,,,,,,,
PICCOLO,,1,MICROONDAS PICCOLO PANASONIC,Eletrodoméstico,1200,W,PANASONIC,COPA,CONSUN,1,Microondas,,"Parece antigo, mas talvez não tenha necessidade de substituição",CONTAGEM DIOVANA,,,,,,,,,,,,,,,,,
Não identificado,,1,FOGAREIRO BAK,Eletrodoméstico,1000,W,BAK,COPA,CONSUN,1,Fogareiro,,,CONTAGEM DIOVANA,,,,,,,,,,,,,,,,,
CRC28,,1,GELADEIRA CRC28 CONSUL,Eletrodoméstico,120,W,CONSUL,COPA,CONSUN,1,Geladeira,,"Na etiqueta está como consumo mensal de 22,7 kWh/mês, isso corresponde a um uso médio de ~35 W de consumo médio contínuo (mensal). Geladeiras não ficam ligadas o tempo todo, o compressor liga e desliga.",CONTAGEM DIOVANA,,,,,,,,,,,,,,,,,
FR600 EXCLUSIVE,,1,BEBEDOURO IBBL FR600 EXCLUSIVE,Eletrodoméstico,120,W,IBBL,HALL TERREO,ÁREA COMUM,1,Refrigerador de água,,,CONTAGEM DIOVANA,,,,,,,,,,,,,,,,,
GT300,,1,CATRACA GT300 PCD TELEMÁTICA,Outros,6,W,TELEMÁTICA,HALL TERREO,ÁREA COMUM,1,Catraca,,Consome em torno de 6W em repouso e 50W em operação,CONTAGEM FERNANDA E FRANCISCO,,,,,,,,,,,,,,,,,
PD 300 ,,2,CATRACA PD 300 TELEMÁTICA,Outros,7,W,TELEMÁTICA,HALL TERREO,ÁREA COMUM,1,Catraca,,Consome em torno de 7W em repouso e 55W em operação,CONTAGEM FERNANDA E FRANCISCO,,,,,,,,,,,,,,,,,
,,1,TV LG 75 POLEGADAS,Informática,158,W,LG,HALL TERREO,ÁREA COMUM,1,Televisão,,,CONTAGEM FERNANDA E FRANCISCO,,,,,,,,,,,,,,,,,
L2250pwd,,1,MONITOR LENOVO THINKVISION 22 POLEGADAS L2250pwd,Informática,28,W,LENOVO,HALL TERREO,ÁREA COMUM,1,Computador,17 anos,,CONTAGEM FERNANDA E FRANCISCO,,,,,,,,,,,,,,,,,
MT-M 9265,,1,CPU LENOVO THINKCENTRE A55,Informática,150,W,LENOVO,HALL TERREO,ÁREA COMUM,1,Computador,,,CONTAGEM FERNANDA E FRANCISCO,,,,,,,,,,,,,,,,,
 PT-4041623,,1,TELEFONE INTELBRAS PREMIUM PT-4041623,Outros,3,W,INTELBRAS,HALL TERREO,ÁREA COMUM,1,Ramal,20 anos,,CONTAGEM FERNANDA E FRANCISCO,,,,,,,,,,,,,,,,,
P3225-LV MK II,,3,CÂMERA AXIS P3225-LV MK II,Outros,10.2,W,AXIS,HALL TERREO,ÁREA COMUM,1,Aparelho de Segurança,,,CONTAGEM FERNANDA E FRANCISCO,,,,,,,,,,,,,,,,,
TX-L48E5B ,,1,TV PANASONIC TX-L48E5B 48 POLEGADAS,Informática,66,W,PANASONIC,HALL TERREO,ÁREA COMUM,1,Televisão,12 anos,,CONTAGEM FERNANDA E FRANCISCO,,,,,,,,,,,,,,,,,
,,5,LUMINÁRIA DE EMERGÊNCIA LED 960 LUMENS SEGURIMAX,Iluminação,4,W,SEGURIMAX,HALL TERREO,ÁREA COMUM,1,Lâmpada,,,CONTAGEM FERNANDA E FRANCISCO,,,,,,,,,,,,,,,,,
st-6053,,2,HOLOFOTE SLIM LED 60 LEDS 3W RGBWA / ST-6053,Iluminação,180,W,SHOW TECH,HALL TERREO,ÁREA COMUM,1,Lâmpada,,,CONTAGEM FERNANDA E FRANCISCO,,,,,,,,,,,,,,,,,
Motorola AP-7131,,1,ROTEADOR MOTOROLA AP 7131,Informática,15.4,W,MOTOROLA,HALL TERREO,ÁREA COMUM,1,Roteador de Internet,,,CONTAGEM FERNANDA E FRANCISCO,,,,,,,,,,,,,,,,,
,,8,LÂMPADA TUBULAR FLUORESCENTE,Iluminação,30,W,GENÉRICO,HALL TERREO,ÁREA COMUM,1,Lâmpadas,,,CONTAGEM FERNANDA E FRANCISCO,,,,,,,,,,,,,,,,,
,,2,ELEVADOR ATLAS SCHINDLER,Outros,,W,SCHINDLER,HALL TERREO,ÁREA COMUM,1,Elevador,,,CONTAGEM FERNANDA E FRANCISCO,,,,,,,,,,,,,,,,,
,,60,LÂMPADA TUBULAR FLUORESCENTE,Iluminação,30,W,GENÉRICO,HALL TERREO,ÁREA COMUM,1,Lâmpadas,,,CONTAGEM FERNANDA E FRANCISCO,,,,,,,,,,,,,,,,,
,,2,LÂMPADA LED BULBO,Iluminação,12,W,GENÉRICO,HALL TERREO,ÁREA COMUM,1,Lâmpadas,,,CONTAGEM FERNANDA E FRANCISCO,,,,,,,,,,,,,,,,,
,,1,RELÓGIO DE PONTO HENRY PRISMA,Outros,8,W,HENRY,HALL TERREO,ÁREA COMUM,1,Relógio Ponto,,,CONTAGEM FERNANDA E FRANCISCO,,,,,,,,,,,,,,,,,
,,1,RELÓGIO DE PONTO CONTROL iD iDCLASS REP,Outros,10,W,CONTROL iD,HALL TERREO,ÁREA COMUM,1,Relógio Ponto,,,CONTAGEM FERNANDA E FRANCISCO,,,,,,,,,,,,,,,,,
,,11,LÂMPADA TUBULAR FLUORESCENTE,Iluminação,30,W,GENÉRICO,HALL TERREO,ÁREA COMUM,1,Lâmpadas,,,CONTAGEM FERNANDA E FRANCISCO,,,,,,,,,,,,,,,,,
,,9,SENSOR DE PRESENÇA 360º DE SOBREPOR,Iluminação,1.2,W,GENÉRICO,ESCADAS DE EMERGÊNCIA,ÁREA COMUM,,Sensor de presença,,,CONTAGEM FERNANDA E FRANCISCO,,,,,,,,,,,,,,,,,
,,21,LÂMPADA TUBULAR FLUORESCENTE,Iluminação,30,W,GENÉRICO,ESCADAS DE EMERGÊNCIA,ÁREA COMUM,,Lâmpadas,,,CONTAGEM FERNANDA E FRANCISCO,,,,,,,,,,,,,,,,,
,,5,LUMINÁRIA DE EMERGÊNCIA LED 960 LUMENS SEGURIMAX,Iluminação,4,W,SEGURIMAX,ESCADAS DE EMERGÊNCIA,ÁREA COMUM,,Lâmpada,,,CONTAGEM FERNANDA E FRANCISCO,,,,,,,,,,,,,,,,,
P3225-LV MK II,,1,CÂMERA AXIS P3225-LV MK II,Outros,10.2,W,AXIS,ESCADAS DE EMERGÊNCIA,ÁREA COMUM,,Aparelho de Segurança,,,CONTAGEM FERNANDA E FRANCISCO,,,,,,,,,,,,,,,,,
ICY,,1,BEBEDOURO MASTERFRIO ICY,Outros,120,W,MASTERFRIO,ESCADAS DE EMERGÊNCIA,ÁREA COMUM,,Bebedouro,,,CONTAGEM FERNANDA E FRANCISCO,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
